domain,instance,obs_pct,true_idx,predicted_idx,spread,correct,obs_count,deltas,posterior,beta
block-words,p02,10,3,0,14,0,1,"0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1","0.0567,0.0567,0.0567,0.0567,0.0567,0.0567,0.0567,0.0344,0.0344,0.0567,0.0567,0.0567,0.0344,0.0567,0.0344,0.0344,0.0567,0.0567,0.0567,0.0344",0.5
block-words,p02,30,3,0,10,0,3,"0,0,0,0,0,0,0,5,3,0,0,0,5,5,5,5,3,2,2,5","0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0070,0.0191,0.0857,0.0857,0.0857,0.0070,0.0070,0.0070,0.0070,0.0191,0.0315,0.0315,0.0070",0.5
block-words,p02,50,3,1,9,0,4,"2,0,0,0,0,0,0,5,4,0,0,0,8,8,8,8,4,6,6,5","0.0369,0.1002,0.1002,0.1002,0.1002,0.1002,0.1002,0.0082,0.0136,0.1002,0.1002,0.1002,0.0018,0.0018,0.0018,0.0018,0.0136,0.0050,0.0050,0.0082",0.5
block-words,p02,70,3,1,9,0,6,"4,0,0,0,0,0,0,6,6,0,0,0,8,8,8,8,6,8,6,6","0.0143,0.1055,0.1055,0.1055,0.1055,0.1055,0.1055,0.0053,0.0053,0.1055,0.1055,0.1055,0.0019,0.0019,0.0019,0.0019,0.0053,0.0019,0.0053,0.0053",0.5
block-words,p02,100,3,1,5,0,8,"6,0,0,0,0,0,3,8,8,4,4,4,8,10,8,8,10,8,6,8","0.0085,0.1703,0.1703,0.1703,0.1703,0.1703,0.0380,0.0031,0.0031,0.0231,0.0231,0.0231,0.0031,0.0011,0.0031,0.0031,0.0011,0.0031,0.0085,0.0031",0.5
block-words,p02,10,4,0,10,0,2,"0,0,0,0,0,0,0,2,2,0,0,0,4,4,4,4,2,2,2,2","0.0784,0.0784,0.0784,0.0784,0.0784,0.0784,0.0784,0.0289,0.0289,0.0784,0.0784,0.0784,0.0106,0.0106,0.0106,0.0106,0.0289,0.0289,0.0289,0.0289",0.5
block-words,p02,30,4,1,7,0,4,"2,0,0,0,0,0,2,6,6,2,0,0,7,6,7,6,6,4,4,6","0.0421,0.1145,0.1145,0.1145,0.1145,0.1145,0.0421,0.0057,0.0057,0.0421,0.1145,0.1145,0.0035,0.0057,0.0035,0.0057,0.0057,0.0155,0.0155,0.0057",0.5
block-words,p02,50,4,1,7,0,6,"4,0,0,0,0,0,2,8,8,2,0,0,8,6,8,6,8,6,4,8","0.0164,0.1210,0.1210,0.1210,0.1210,0.1210,0.0445,0.0022,0.0022,0.0445,0.1210,0.1210,0.0022,0.0060,0.0022,0.0060,0.0022,0.0060,0.0164,0.0022",0.5
block-words,p02,70,4,1,3,0,9,"8,0,0,1,0,1,9,9,8,5,4,4,8,11,9,8,10,9,7,8","0.0039,0.2108,0.2108,0.1279,0.2108,0.1279,0.0023,0.0023,0.0039,0.0173,0.0285,0.0285,0.0039,0.0009,0.0023,0.0039,0.0014,0.0023,0.0064,0.0039",0.5
block-words,p02,100,4,4,1,1,12,"14,4,3,6,0,6,12,12,13,8,9,6,12,14,12,12,15,14,12,14","0.0006,0.0869,0.1432,0.0320,0.6419,0.0320,0.0016,0.0016,0.0010,0.0118,0.0071,0.0320,0.0016,0.0006,0.0016,0.0016,0.0004,0.0006,0.0016,0.0006",0.5
block-words,p02,10,5,0,14,0,1,"0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1","0.0567,0.0567,0.0567,0.0567,0.0567,0.0567,0.0567,0.0344,0.0344,0.0567,0.0567,0.0567,0.0344,0.0567,0.0344,0.0344,0.0567,0.0567,0.0567,0.0344",0.5
block-words,p02,30,5,0,10,0,3,"0,0,0,0,0,0,0,3,3,0,0,0,5,5,5,5,3,2,2,3","0.0836,0.0836,0.0836,0.0836,0.0836,0.0836,0.0836,0.0187,0.0187,0.0836,0.0836,0.0836,0.0069,0.0069,0.0069,0.0069,0.0187,0.0308,0.0308,0.0187",0.5
block-words,p02,50,5,0,8,0,5,"0,0,0,0,0,0,0,5,7,0,2,2,8,6,6,8,6,4,4,7","0.1071,0.1071,0.1071,0.1071,0.1071,0.1071,0.1071,0.0088,0.0032,0.1071,0.0394,0.0394,0.0020,0.0053,0.0053,0.0020,0.0053,0.0145,0.0145,0.0032",0.5
block-words,p02,70,5,1,5,0,7,"4,0,0,0,0,0,1,7,7,1,2,2,8,7,7,8,8,6,4,8","0.0181,0.1340,0.1340,0.1340,0.1340,0.1340,0.0813,0.0040,0.0040,0.0813,0.0493,0.0493,0.0025,0.0040,0.0040,0.0025,0.0025,0.0067,0.0181,0.0025",0.5
block-words,p02,100,5,5,1,1,10,"10,4,4,3,4,0,6,10,10,6,6,6,10,12,10,10,12,10,8,10","0.0035,0.0710,0.0710,0.1171,0.0710,0.5248,0.0261,0.0035,0.0035,0.0261,0.0261,0.0261,0.0035,0.0013,0.0035,0.0035,0.0013,0.0035,0.0096,0.0035",0.5
block-words,p02,10,6,6,12,1,1,"1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0","0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0593,0.0593,0.0593,0.0593,0.0593,0.0593,0.0593,0.0593,0.0593,0.0593,0.0593,0.0360,0.0360,0.0593",0.5
block-words,p02,30,6,6,1,1,3,"4,4,2,2,2,2,0,1,1,2,2,2,3,2,3,3,4,2,2,5","0.0192,0.0192,0.0522,0.0522,0.0522,0.0522,0.1419,0.0860,0.0860,0.0522,0.0522,0.0522,0.0317,0.0522,0.0317,0.0317,0.0192,0.0522,0.0522,0.0116",0.5
block-words,p02,50,6,6,1,1,5,"4,4,2,2,2,2,0,5,3,2,2,2,7,7,7,7,7,4,4,9","0.0295,0.0295,0.0803,0.0803,0.0803,0.0803,0.2182,0.0179,0.0487,0.0803,0.0803,0.0803,0.0066,0.0066,0.0066,0.0066,0.0066,0.0295,0.0295,0.0024",0.5
block-words,p02,70,6,6,1,1,7,"7,6,4,4,4,4,0,7,5,4,4,4,9,9,9,9,9,6,7,11","0.0132,0.0218,0.0594,0.0594,0.0594,0.0594,0.4387,0.0132,0.0360,0.0594,0.0594,0.0594,0.0049,0.0049,0.0049,0.0049,0.0049,0.0218,0.0132,0.0018",0.5
block-words,p02,100,6,6,1,1,10,"10,8,6,6,6,6,0,10,10,6,6,6,12,12,12,12,14,10,8,14","0.0047,0.0129,0.0350,0.0350,0.0350,0.0350,0.7023,0.0047,0.0047,0.0350,0.0350,0.0350,0.0017,0.0017,0.0017,0.0017,0.0006,0.0047,0.0129,0.0006",0.5
block-words,p02,10,7,6,12,0,1,"1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0","0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0593,0.0593,0.0593,0.0593,0.0593,0.0593,0.0593,0.0593,0.0593,0.0593,0.0593,0.0360,0.0360,0.0593",0.5
block-words,p02,30,7,6,3,0,2,"4,3,2,2,2,2,0,0,0,2,2,2,2,2,2,2,4,2,2,4","0.0161,0.0265,0.0437,0.0437,0.0437,0.0437,0.1189,0.1189,0.1189,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0161,0.0437,0.0437,0.0161",0.5
block-words,p02,50,7,6,3,0,2,"4,3,2,2,2,2,0,0,0,2,2,2,2,2,2,2,4,2,2,4","0.0161,0.0265,0.0437,0.0437,0.0437,0.0437,0.1189,0.1189,0.1189,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0161,0.0437,0.0437,0.0161",0.5
block-words,p02,70,7,7,1,1,3,"5,5,3,3,2,2,1,0,1,3,3,2,2,2,2,2,5,2,2,4","0.0121,0.0121,0.0328,0.0328,0.0541,0.0541,0.0892,0.1471,0.0892,0.0328,0.0328,0.0541,0.0541,0.0541,0.0541,0.0541,0.0121,0.0541,0.0541,0.0199",0.5
block-words,p02,100,7,7,1,1,4,"6,6,4,4,4,4,4,0,4,6,6,6,4,4,4,4,8,4,4,4","0.0164,0.0164,0.0447,0.0447,0.0447,0.0447,0.0447,0.3304,0.0447,0.0164,0.0164,0.0164,0.0447,0.0447,0.0447,0.0447,0.0061,0.0447,0.0447,0.0447",0.5
block-words,p02,10,8,6,12,0,1,"1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0","0.0360,0.0360,0.0360,0.0360,0.0360,0.0360,0.0593,0.0593,0.0593,0.0593,0.0593,0.0593,0.0593,0.0593,0.0593,0.0593,0.0593,0.0360,0.0360,0.0593",0.5
block-words,p02,30,8,6,3,0,2,"4,3,2,2,2,2,0,0,0,2,2,2,2,2,2,2,4,2,2,4","0.0161,0.0265,0.0437,0.0437,0.0437,0.0437,0.1189,0.1189,0.1189,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0161,0.0437,0.0437,0.0161",0.5
block-words,p02,50,8,6,3,0,2,"4,3,2,2,2,2,0,0,0,2,2,2,2,2,2,2,4,2,2,4","0.0161,0.0265,0.0437,0.0437,0.0437,0.0437,0.1189,0.1189,0.1189,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0161,0.0437,0.0437,0.0161",0.5
block-words,p02,70,8,8,1,1,3,"6,4,2,3,2,3,1,1,0,3,2,2,2,3,3,2,4,3,3,4","0.0077,0.0210,0.0571,0.0347,0.0571,0.0347,0.0942,0.0942,0.1553,0.0347,0.0571,0.0571,0.0571,0.0347,0.0347,0.0571,0.0210,0.0347,0.0347,0.0210",0.5
block-words,p02,100,8,8,1,1,4,"8,6,4,4,4,4,4,4,0,6,2,2,2,6,6,2,4,4,4,6","0.0046,0.0126,0.0342,0.0342,0.0342,0.0342,0.0342,0.0342,0.2527,0.0126,0.0930,0.0930,0.0930,0.0126,0.0126,0.0930,0.0342,0.0342,0.0342,0.0126",0.5
block-words,p02,10,9,0,14,0,1,"0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1","0.0567,0.0567,0.0567,0.0567,0.0567,0.0567,0.0567,0.0344,0.0344,0.0567,0.0567,0.0567,0.0344,0.0567,0.0344,0.0344,0.0567,0.0567,0.0567,0.0344",0.5
block-words,p02,30,9,0,10,0,3,"0,0,0,0,0,0,0,5,3,0,0,0,5,5,5,5,3,2,2,5","0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0070,0.0191,0.0857,0.0857,0.0857,0.0070,0.0070,0.0070,0.0070,0.0191,0.0315,0.0315,0.0070",0.5
block-words,p02,50,9,1,9,0,5,"2,0,0,0,0,0,0,5,5,0,0,0,6,6,6,6,4,4,4,5","0.0360,0.0979,0.0979,0.0979,0.0979,0.0979,0.0979,0.0080,0.0080,0.0979,0.0979,0.0979,0.0049,0.0049,0.0049,0.0049,0.0132,0.0132,0.0132,0.0080",0.5
block-words,p02,70,9,9,3,1,7,"5,1,1,1,1,1,4,6,6,0,0,0,6,6,6,6,6,7,5,6","0.0121,0.0897,0.0897,0.0897,0.0897,0.0897,0.0200,0.0074,0.0074,0.1479,0.1479,0.1479,0.0074,0.0074,0.0074,0.0074,0.0074,0.0045,0.0121,0.0074",0.5
block-words,p02,100,9,9,1,1,10,"10,6,6,6,6,6,10,12,12,0,4,4,12,12,8,12,14,10,10,12","0.0043,0.0315,0.0315,0.0315,0.0315,0.0315,0.0043,0.0016,0.0016,0.6326,0.0856,0.0856,0.0016,0.0016,0.0116,0.0016,0.0006,0.0043,0.0043,0.0016",0.5
block-words,p02,10,10,0,14,0,1,"0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1","0.0567,0.0567,0.0567,0.0567,0.0567,0.0567,0.0567,0.0344,0.0344,0.0567,0.0567,0.0567,0.0344,0.0567,0.0344,0.0344,0.0567,0.0567,0.0567,0.0344",0.5
block-words,p02,30,10,0,10,0,3,"0,0,0,0,0,0,0,5,3,0,0,0,5,5,5,5,3,2,2,5","0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0857,0.0070,0.0191,0.0857,0.0857,0.0857,0.0070,0.0070,0.0070,0.0070,0.0191,0.0315,0.0315,0.0070",0.5
block-words,p02,50,10,1,9,0,5,"2,0,0,0,0,0,0,5,5,0,0,0,6,6,6,6,4,4,4,5","0.0360,0.0979,0.0979,0.0979,0.0979,0.0979,0.0979,0.0080,0.0080,0.0979,0.0979,0.0979,0.0049,0.0049,0.0049,0.0049,0.0132,0.0132,0.0132,0.0080",0.5
block-words,p02,70,10,9,3,0,7,"5,1,1,1,1,1,4,6,6,0,0,0,6,6,6,6,6,7,5,6","0.0121,0.0897,0.0897,0.0897,0.0897,0.0897,0.0200,0.0074,0.0074,0.1479,0.1479,0.1479,0.0074,0.0074,0.0074,0.0074,0.0074,0.0045,0.0121,0.0074",0.5
block-words,p02,100,10,10,2,1,10,"12,6,6,6,6,6,10,12,8,4,0,0,8,12,12,8,6,10,10,10","0.0010,0.0197,0.0197,0.0197,0.0197,0.0197,0.0027,0.0010,0.0073,0.0536,0.3959,0.3959,0.0073,0.0010,0.0010,0.0073,0.0197,0.0027,0.0027,0.0027",0.5
block-words,p02,10,11,0,10,0,2,"0,0,0,0,0,0,0,2,2,0,0,0,4,4,4,4,2,2,2,2","0.0784,0.0784,0.0784,0.0784,0.0784,0.0784,0.0784,0.0289,0.0289,0.0784,0.0784,0.0784,0.0106,0.0106,0.0106,0.0106,0.0289,0.0289,0.0289,0.0289",0.5
block-words,p02,30,11,1,9,0,4,"2,0,0,0,0,0,0,4,4,0,0,0,6,6,6,6,4,4,4,4","0.0354,0.0963,0.0963,0.0963,0.0963,0.0963,0.0963,0.0130,0.0130,0.0963,0.0963,0.0963,0.0048,0.0048,0.0048,0.0048,0.0130,0.0130,0.0130,0.0130",0.5
block-words,p02,50,11,1,9,0,6,"4,0,0,0,0,0,0,6,6,0,0,0,6,6,6,6,6,6,4,6","0.0139,0.1029,0.1029,0.1029,0.1029,0.1029,0.1029,0.0051,0.0051,0.1029,0.1029,0.1029,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0139,0.0051",0.5
block-words,p02,70,11,10,2,0,9,"10,4,4,5,4,5,7,9,8,1,0,0,8,9,9,8,6,9,9,8","0.0020,0.0399,0.0399,0.0242,0.0399,0.0242,0.0089,0.0033,0.0054,0.1788,0.2948,0.2948,0.0054,0.0033,0.0033,0.0054,0.0147,0.0033,0.0033,0.0054",0.5
block-words,p02,100,11,11,1,1,12,"16,10,9,8,6,8,12,14,11,6,3,0,14,14,14,14,9,12,12,14","0.0002,0.0048,0.0079,0.0130,0.0354,0.0130,0.0018,0.0006,0.0029,0.0354,0.1587,0.7114,0.0006,0.0006,0.0006,0.0006,0.0079,0.0018,0.0018,0.0006",0.5
block-words,p02,10,12,4,11,0,1,"1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0","0.0369,0.0369,0.0369,0.0369,0.0608,0.0608,0.0369,0.0608,0.0369,0.0369,0.0369,0.0608,0.0608,0.0608,0.0608,0.0608,0.0369,0.0608,0.0608,0.0608",0.5
block-words,p02,30,12,12,4,1,3,"3,3,3,3,3,3,2,2,2,2,2,2,0,0,0,0,2,1,1,2","0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.1053,0.1053,0.1053,0.1053,0.0387,0.0639,0.0639,0.0387",0.5
block-words,p02,50,12,12,4,1,4,"4,4,4,4,5,5,4,4,4,4,4,4,0,0,0,0,4,4,4,4","0.0223,0.0223,0.0223,0.0223,0.0135,0.0135,0.0223,0.0223,0.0223,0.0223,0.0223,0.0223,0.1650,0.1650,0.1650,0.1650,0.0223,0.0223,0.0223,0.0223",0.5
block-words,p02,70,12,12,2,1,6,"8,6,6,6,8,8,8,8,4,8,4,4,0,4,4,0,4,6,6,6","0.0057,0.0155,0.0155,0.0155,0.0057,0.0057,0.0057,0.0057,0.0420,0.0057,0.0420,0.0420,0.3105,0.0420,0.0420,0.3105,0.0420,0.0155,0.0155,0.0155",0.5
block-words,p02,100,12,12,1,1,8,"12,6,9,8,12,10,12,12,12,10,7,8,0,6,6,3,12,8,8,10","0.0016,0.0327,0.0073,0.0120,0.0016,0.0044,0.0016,0.0016,0.0016,0.0044,0.0198,0.0120,0.6570,0.0327,0.0327,0.1466,0.0016,0.0120,0.0120,0.0044",0.5
block-words,p02,10,13,4,11,0,1,"1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0","0.0369,0.0369,0.0369,0.0369,0.0608,0.0608,0.0369,0.0608,0.0369,0.0369,0.0369,0.0608,0.0608,0.0608,0.0608,0.0608,0.0369,0.0608,0.0608,0.0608",0.5
block-words,p02,30,13,12,6,0,2,"2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,0,0,2","0.0330,0.0330,0.0330,0.0330,0.0330,0.0330,0.0330,0.0330,0.0330,0.0330,0.0330,0.0330,0.0897,0.0897,0.0897,0.0897,0.0330,0.0897,0.0897,0.0330",0.5
block-words,p02,50,13,12,4,0,3,"3,3,3,3,3,3,2,2,2,2,2,2,0,0,0,0,2,1,1,2","0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.1053,0.1053,0.1053,0.1053,0.0387,0.0639,0.0639,0.0387",0.5
block-words,p02,70,13,13,1,1,5,"4,4,4,4,6,6,4,5,5,4,4,4,1,0,1,1,4,4,4,5","0.0291,0.0291,0.0291,0.0291,0.0107,0.0107,0.0291,0.0176,0.0176,0.0291,0.0291,0.0291,0.1303,0.2149,0.1303,0.1303,0.0291,0.0291,0.0291,0.0176",0.5
block-words,p02,100,13,13,1,1,6,"4,4,4,4,6,6,6,8,8,4,4,4,4,0,4,4,6,4,4,8","0.0470,0.0470,0.0470,0.0470,0.0173,0.0173,0.0173,0.0064,0.0064,0.0470,0.0470,0.0470,0.0470,0.3474,0.0470,0.0470,0.0173,0.0470,0.0470,0.0064",0.5
block-words,p02,10,14,4,11,0,1,"1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0","0.0369,0.0369,0.0369,0.0369,0.0608,0.0608,0.0369,0.0608,0.0369,0.0369,0.0369,0.0608,0.0608,0.0608,0.0608,0.0608,0.0369,0.0608,0.0608,0.0608",0.5
block-words,p02,30,14,12,6,0,2,"2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,0,0,2","0.0330,0.0330,0.0330,0.0330,0.0330,0.0330,0.0330,0.0330,0.0330,0.0330,0.0330,0.0330,0.0897,0.0897,0.0897,0.0897,0.0330,0.0897,0.0897,0.0330",0.5
block-words,p02,50,14,12,4,0,3,"3,3,3,3,3,3,2,2,2,2,2,2,0,0,0,0,2,1,1,2","0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.1053,0.1053,0.1053,0.1053,0.0387,0.0639,0.0639,0.0387",0.5
block-words,p02,70,14,12,2,0,5,"4,4,5,5,7,7,6,6,6,4,5,5,0,1,0,1,6,5,5,6","0.0306,0.0306,0.0186,0.0186,0.0068,0.0068,0.0113,0.0113,0.0113,0.0306,0.0186,0.0186,0.2262,0.1372,0.2262,0.1372,0.0113,0.0186,0.0186,0.0113",0.5
block-words,p02,100,14,14,1,1,6,"6,6,6,6,8,8,8,8,8,4,8,8,4,4,0,4,8,6,6,8","0.0248,0.0248,0.0248,0.0248,0.0091,0.0091,0.0091,0.0091,0.0091,0.0675,0.0091,0.0091,0.0675,0.0675,0.4988,0.0675,0.0091,0.0248,0.0248,0.0091",0.5
block-words,p02,10,15,4,11,0,1,"1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0","0.0369,0.0369,0.0369,0.0369,0.0608,0.0608,0.0369,0.0608,0.0369,0.0369,0.0369,0.0608,0.0608,0.0608,0.0608,0.0608,0.0369,0.0608,0.0608,0.0608",0.5
block-words,p02,30,15,12,6,0,2,"2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,0,0,2","0.0330,0.0330,0.0330,0.0330,0.0330,0.0330,0.0330,0.0330,0.0330,0.0330,0.0330,0.0330,0.0897,0.0897,0.0897,0.0897,0.0330,0.0897,0.0897,0.0330",0.5
block-words,p02,50,15,12,4,0,3,"3,3,3,3,3,3,2,2,2,2,2,2,0,0,0,0,2,1,1,2","0.0235,0.0235,0.0235,0.0235,0.0235,0.0235,0.0387,0.0387,0.0387,0.0387,0.0387,0.0387,0.1053,0.1053,0.1053,0.1053,0.0387,0.0639,0.0639,0.0387",0.5
block-words,p02,70,15,12,2,0,5,"6,4,4,5,6,7,5,5,4,5,4,4,0,1,1,0,4,5,5,4","0.0104,0.0283,0.0283,0.0172,0.0104,0.0063,0.0172,0.0172,0.0283,0.0172,0.0283,0.0283,0.2091,0.1268,0.1268,0.2091,0.0283,0.0172,0.0172,0.0283",0.5
block-words,p02,100,15,12,2,0,6,"8,6,6,6,8,8,8,8,4,8,4,4,0,4,4,0,4,6,6,6","0.0057,0.0155,0.0155,0.0155,0.0057,0.0057,0.0057,0.0057,0.0420,0.0057,0.0420,0.0420,0.3105,0.0420,0.0420,0.3105,0.0420,0.0155,0.0155,0.0155",0.5
block-words,p02,10,16,0,14,0,1,"0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1","0.0567,0.0567,0.0567,0.0567,0.0567,0.0567,0.0567,0.0344,0.0344,0.0567,0.0567,0.0567,0.0344,0.0567,0.0344,0.0344,0.0567,0.0567,0.0567,0.0344",0.5
block-words,p02,30,16,0,12,0,2,"0,0,0,0,0,0,2,4,4,0,0,0,3,2,3,2,0,0,0,4","0.0717,0.0717,0.0717,0.0717,0.0717,0.0717,0.0264,0.0097,0.0097,0.0717,0.0717,0.0717,0.0160,0.0264,0.0160,0.0264,0.0717,0.0717,0.0717,0.0097",0.5
block-words,p02,50,16,9,4,0,3,"1,1,1,1,1,1,2,4,4,0,0,0,4,2,4,2,0,1,1,4","0.0570,0.0570,0.0570,0.0570,0.0570,0.0570,0.0346,0.0127,0.0127,0.0941,0.0941,0.0941,0.0127,0.0346,0.0127,0.0346,0.0941,0.0570,0.0570,0.0127",0.5
block-words,p02,70,16,10,3,0,5,"8,4,4,5,4,5,5,7,6,1,0,0,6,5,7,4,0,3,5,6","0.0037,0.0270,0.0270,0.0164,0.0270,0.0164,0.0164,0.0060,0.0099,0.1211,0.1996,0.1996,0.0099,0.0164,0.0060,0.0270,0.1996,0.0445,0.0164,0.0099",0.5
