domain,instance,obs_pct,true_idx,predicted_idx,spread,correct,obs_count,deltas,posterior,beta
intrusion-detection,p20,30,2,2,2,1,5,"4,5,0,2,5,5,5,5,5,5,5,5,0,5,5,5,5,2,5,5","0.0500,0.0452,0.0746,0.0611,0.0452,0.0452,0.0452,0.0452,0.0452,0.0452,0.0452,0.0452,0.0746,0.0452,0.0452,0.0452,0.0452,0.0611,0.0452,0.0452",0.1
intrusion-detection,p20,50,2,2,1,1,8,"6,6,0,2,8,5,8,8,8,8,6,8,3,8,8,8,8,5,6,5","0.0496,0.0496,0.0904,0.0740,0.0406,0.0548,0.0406,0.0406,0.0406,0.0406,0.0496,0.0406,0.0669,0.0406,0.0406,0.0406,0.0406,0.0548,0.0496,0.0548",0.1
intrusion-detection,p20,70,2,2,1,1,11,"8,7,0,3,11,6,11,11,11,10,8,10,6,11,11,11,11,8,8,6","0.0495,0.0547,0.1101,0.0816,0.0367,0.0604,0.0367,0.0367,0.0367,0.0405,0.0495,0.0405,0.0604,0.0367,0.0367,0.0367,0.0367,0.0495,0.0495,0.0604",0.1
intrusion-detection,p20,100,2,2,1,1,15,"12,9,0,7,15,10,15,15,15,12,12,10,10,15,15,15,15,12,12,10","0.0452,0.0610,0.1500,0.0745,0.0335,0.0552,0.0335,0.0335,0.0335,0.0452,0.0452,0.0552,0.0552,0.0335,0.0335,0.0335,0.0335,0.0452,0.0452,0.0552",0.1
intrusion-detection,p20,10,3,1,7,0,2,"1,0,0,0,2,0,2,2,2,2,0,2,2,2,2,2,2,2,0,0","0.0510,0.0564,0.0564,0.0564,0.0462,0.0564,0.0462,0.0462,0.0462,0.0462,0.0564,0.0462,0.0462,0.0462,0.0462,0.0462,0.0462,0.0462,0.0564,0.0564",0.1
intrusion-detection,p20,30,3,2,4,0,5,"4,2,0,0,5,0,5,5,5,5,2,5,5,5,5,5,5,5,2,0","0.0465,0.0568,0.0694,0.0694,0.0421,0.0694,0.0421,0.0421,0.0421,0.0421,0.0568,0.0421,0.0421,0.0421,0.0421,0.0421,0.0421,0.0421,0.0568,0.0694",0.1
intrusion-detection,p20,50,3,2,2,0,7,"5,4,0,0,7,2,7,7,7,7,4,7,5,7,7,7,7,5,4,2","0.0488,0.0539,0.0804,0.0804,0.0399,0.0658,0.0399,0.0399,0.0399,0.0399,0.0539,0.0399,0.0488,0.0399,0.0399,0.0399,0.0399,0.0488,0.0539,0.0658",0.1
intrusion-detection,p20,70,3,3,1,1,10,"8,7,2,0,10,5,10,10,10,10,7,10,7,10,10,10,10,5,7,5","0.0461,0.0509,0.0839,0.1025,0.0377,0.0622,0.0377,0.0377,0.0377,0.0377,0.0509,0.0377,0.0509,0.0377,0.0377,0.0377,0.0377,0.0622,0.0509,0.0622",0.1
intrusion-detection,p20,100,3,3,1,1,14,"12,8,6,0,14,9,14,14,14,14,8,14,11,14,14,14,14,8,8,9","0.0415,0.0619,0.0756,0.1378,0.0340,0.0560,0.0340,0.0340,0.0340,0.0340,0.0619,0.0340,0.0459,0.0340,0.0340,0.0340,0.0340,0.0619,0.0619,0.0560",0.1
intrusion-detection,p20,10,4,4,7,1,2,"1,2,2,2,0,2,0,0,0,2,2,0,2,0,2,2,0,2,2,2","0.0510,0.0462,0.0462,0.0462,0.0564,0.0462,0.0564,0.0564,0.0564,0.0462,0.0462,0.0564,0.0462,0.0564,0.0462,0.0462,0.0564,0.0462,0.0462,0.0462",0.1
intrusion-detection,p20,30,4,4,2,1,6,"4,5,6,6,0,6,1,0,3,6,5,1,6,3,5,5,3,6,5,5","0.0492,0.0445,0.0403,0.0403,0.0733,0.0403,0.0664,0.0733,0.0543,0.0403,0.0445,0.0664,0.0403,0.0543,0.0445,0.0445,0.0543,0.0403,0.0445,0.0445",0.1
intrusion-detection,p20,50,4,4,2,1,9,"7,5,9,9,0,9,4,0,6,9,5,4,9,6,6,5,6,9,6,6","0.0436,0.0533,0.0357,0.0357,0.0878,0.0357,0.0589,0.0878,0.0482,0.0357,0.0533,0.0589,0.0357,0.0482,0.0482,0.0533,0.0482,0.0357,0.0482,0.0482",0.1
intrusion-detection,p20,70,4,4,1,1,12,"9,6,12,12,0,12,7,1,8,12,6,7,12,9,9,6,8,12,9,9","0.0438,0.0591,0.0324,0.0324,0.1077,0.0324,0.0535,0.0975,0.0484,0.0324,0.0591,0.0535,0.0324,0.0438,0.0438,0.0591,0.0484,0.0324,0.0438,0.0438",0.1
intrusion-detection,p20,100,4,4,1,1,17,"14,11,17,17,0,17,12,6,11,17,11,12,17,14,14,11,8,17,14,14","0.0394,0.0532,0.0292,0.0292,0.1597,0.0292,0.0481,0.0877,0.0532,0.0292,0.0532,0.0481,0.0292,0.0394,0.0394,0.0532,0.0718,0.0292,0.0394,0.0394",0.1
intrusion-detection,p20,10,5,1,7,0,2,"1,0,0,0,2,0,2,2,2,2,0,2,2,2,2,2,2,2,0,0","0.0510,0.0564,0.0564,0.0564,0.0462,0.0564,0.0462,0.0462,0.0462,0.0462,0.0564,0.0462,0.0462,0.0462,0.0462,0.0462,0.0462,0.0462,0.0564,0.0564",0.1
intrusion-detection,p20,30,5,5,2,1,6,"4,3,1,1,6,0,6,6,6,5,3,6,6,6,5,5,6,5,3,0","0.0496,0.0548,0.0669,0.0669,0.0406,0.0740,0.0406,0.0406,0.0406,0.0449,0.0548,0.0406,0.0406,0.0406,0.0449,0.0449,0.0406,0.0449,0.0548,0.0740",0.1
intrusion-detection,p20,50,5,5,2,1,9,"7,6,4,4,9,0,9,9,9,5,6,9,9,9,6,6,9,6,6,0","0.0452,0.0499,0.0610,0.0610,0.0370,0.0910,0.0370,0.0370,0.0370,0.0552,0.0499,0.0370,0.0370,0.0370,0.0499,0.0499,0.0370,0.0499,0.0499,0.0910",0.1
intrusion-detection,p20,70,5,5,1,1,12,"9,9,7,7,12,0,11,12,12,5,9,12,11,12,8,9,11,9,8,1","0.0455,0.0455,0.0555,0.0555,0.0337,0.1118,0.0372,0.0337,0.0337,0.0678,0.0455,0.0337,0.0372,0.0337,0.0503,0.0455,0.0372,0.0455,0.0503,0.1012",0.1
intrusion-detection,p20,100,5,5,1,1,17,"14,14,12,12,17,0,14,17,17,8,14,17,11,17,8,14,14,14,8,6","0.0381,0.0381,0.0465,0.0465,0.0282,0.1545,0.0381,0.0282,0.0282,0.0694,0.0381,0.0282,0.0514,0.0282,0.0694,0.0381,0.0381,0.0381,0.0694,0.0848",0.1
intrusion-detection,p20,10,6,4,7,0,2,"1,2,2,2,0,2,0,0,0,2,2,0,2,0,2,2,0,2,2,2","0.0510,0.0462,0.0462,0.0462,0.0564,0.0462,0.0564,0.0564,0.0564,0.0462,0.0462,0.0564,0.0462,0.0564,0.0462,0.0462,0.0564,0.0462,0.0462,0.0462",0.1
intrusion-detection,p20,30,6,4,4,0,5,"4,5,5,5,0,5,0,0,2,5,5,0,5,2,5,5,2,5,5,5","0.0465,0.0421,0.0421,0.0421,0.0694,0.0421,0.0694,0.0694,0.0568,0.0421,0.0421,0.0694,0.0421,0.0568,0.0421,0.0421,0.0568,0.0421,0.0421,0.0421",0.1
intrusion-detection,p20,50,6,6,1,1,8,"6,8,8,8,3,6,0,3,5,5,8,3,6,5,6,8,2,8,6,8","0.0467,0.0382,0.0382,0.0382,0.0630,0.0467,0.0851,0.0630,0.0516,0.0516,0.0382,0.0630,0.0467,0.0516,0.0467,0.0382,0.0697,0.0382,0.0467,0.0382",0.1
intrusion-detection,p20,70,6,6,1,1,11,"8,11,11,11,6,8,0,6,7,6,11,5,8,7,8,10,3,10,8,11","0.0466,0.0346,0.0346,0.0346,0.0570,0.0466,0.1038,0.0570,0.0515,0.0570,0.0346,0.0630,0.0466,0.0515,0.0466,0.0382,0.0769,0.0382,0.0466,0.0346",0.1
intrusion-detection,p20,100,6,6,1,1,15,"12,15,15,15,10,12,0,10,7,10,15,5,12,7,12,12,7,12,12,15","0.0406,0.0301,0.0301,0.0301,0.0496,0.0406,0.1347,0.0496,0.0669,0.0496,0.0301,0.0817,0.0406,0.0669,0.0406,0.0406,0.0669,0.0406,0.0406,0.0301",0.1
intrusion-detection,p20,10,7,4,7,0,2,"1,2,2,2,0,2,0,0,0,2,2,0,2,0,2,2,0,2,2,2","0.0510,0.0462,0.0462,0.0462,0.0564,0.0462,0.0564,0.0564,0.0564,0.0462,0.0462,0.0564,0.0462,0.0564,0.0462,0.0462,0.0564,0.0462,0.0462,0.0462",0.1
intrusion-detection,p20,30,7,4,2,0,6,"4,5,6,6,0,6,1,0,3,6,5,1,6,3,5,5,3,6,5,5","0.0492,0.0445,0.0403,0.0403,0.0733,0.0403,0.0664,0.0733,0.0543,0.0403,0.0445,0.0664,0.0403,0.0543,0.0445,0.0445,0.0543,0.0403,0.0445,0.0445",0.1
intrusion-detection,p20,50,7,4,2,0,9,"7,5,9,9,0,9,4,0,6,9,5,4,9,6,6,5,6,9,6,6","0.0436,0.0533,0.0357,0.0357,0.0878,0.0357,0.0589,0.0878,0.0482,0.0357,0.0533,0.0589,0.0357,0.0482,0.0482,0.0533,0.0482,0.0357,0.0482,0.0482",0.1
intrusion-detection,p20,70,7,7,1,1,12,"9,6,12,12,1,12,7,0,9,12,5,7,11,9,9,6,9,12,9,9","0.0438,0.0591,0.0324,0.0324,0.0974,0.0324,0.0535,0.1077,0.0438,0.0324,0.0653,0.0535,0.0358,0.0438,0.0438,0.0591,0.0438,0.0324,0.0438,0.0438",0.1
intrusion-detection,p20,100,7,7,1,1,17,"14,11,17,17,6,17,12,0,14,17,5,12,11,14,14,11,14,17,14,14","0.0386,0.0520,0.0286,0.0286,0.0858,0.0286,0.0471,0.1563,0.0386,0.0286,0.0948,0.0471,0.0520,0.0386,0.0386,0.0520,0.0386,0.0286,0.0386,0.0386",0.1
intrusion-detection,p20,10,8,6,6,0,2,"1,2,2,2,2,2,0,2,0,2,2,0,2,0,2,0,2,0,2,2","0.0516,0.0467,0.0467,0.0467,0.0467,0.0467,0.0570,0.0467,0.0570,0.0467,0.0467,0.0570,0.0467,0.0570,0.0467,0.0570,0.0467,0.0570,0.0467,0.0467",0.1
intrusion-detection,p20,30,8,6,4,0,5,"4,5,5,5,5,5,0,5,0,5,5,0,5,0,5,2,5,2,5,5","0.0472,0.0427,0.0427,0.0427,0.0427,0.0427,0.0705,0.0427,0.0705,0.0427,0.0427,0.0705,0.0427,0.0705,0.0427,0.0577,0.0427,0.0577,0.0427,0.0427",0.1
intrusion-detection,p20,50,8,8,1,1,8,"6,8,8,8,6,8,3,8,0,8,8,3,8,3,8,5,6,5,8,8","0.0498,0.0408,0.0408,0.0408,0.0498,0.0408,0.0672,0.0408,0.0907,0.0408,0.0408,0.0672,0.0408,0.0672,0.0408,0.0550,0.0498,0.0550,0.0408,0.0408",0.1
intrusion-detection,p20,70,8,8,1,1,12,"9,12,12,12,7,12,5,10,0,12,12,5,12,5,12,9,7,9,12,12","0.0483,0.0358,0.0358,0.0358,0.0590,0.0358,0.0721,0.0437,0.1189,0.0358,0.0358,0.0721,0.0358,0.0721,0.0358,0.0483,0.0590,0.0483,0.0358,0.0358",0.1
intrusion-detection,p20,100,8,8,1,1,16,"13,16,16,16,10,16,8,13,0,16,16,8,16,5,16,13,7,13,16,16","0.0421,0.0312,0.0312,0.0312,0.0568,0.0312,0.0694,0.0421,0.1544,0.0312,0.0312,0.0694,0.0312,0.0936,0.0312,0.0421,0.0766,0.0421,0.0312,0.0312",0.1
intrusion-detection,p20,10,9,5,7,0,2,"1,2,2,2,2,0,0,2,2,0,2,2,0,2,0,2,0,2,0,2","0.0510,0.0462,0.0462,0.0462,0.0462,0.0564,0.0564,0.0462,0.0462,0.0564,0.0462,0.0462,0.0564,0.0462,0.0564,0.0462,0.0564,0.0462,0.0564,0.0462",0.1
intrusion-detection,p20,30,9,9,1,1,6,"4,5,5,6,6,3,1,6,6,0,6,5,3,6,3,6,1,6,3,6","0.0508,0.0459,0.0459,0.0416,0.0416,0.0561,0.0685,0.0416,0.0416,0.0757,0.0416,0.0459,0.0561,0.0416,0.0561,0.0416,0.0685,0.0416,0.0561,0.0416",0.1
intrusion-detection,p20,50,9,9,1,1,9,"7,5,6,9,9,6,4,9,9,0,9,6,6,9,6,9,4,9,6,9","0.0478,0.0583,0.0528,0.0391,0.0391,0.0528,0.0645,0.0391,0.0391,0.0962,0.0391,0.0528,0.0528,0.0391,0.0528,0.0391,0.0645,0.0391,0.0528,0.0391",0.1
intrusion-detection,p20,70,9,9,1,1,12,"9,6,9,12,12,8,7,12,12,0,12,9,9,12,8,11,7,11,9,11","0.0491,0.0663,0.0491,0.0364,0.0364,0.0543,0.0600,0.0364,0.0364,0.1208,0.0364,0.0491,0.0491,0.0364,0.0543,0.0402,0.0600,0.0402,0.0491,0.0402",0.1
intrusion-detection,p20,100,9,9,1,1,17,"14,11,14,17,17,8,12,17,17,0,17,14,14,17,11,14,12,14,14,11","0.0420,0.0567,0.0420,0.0311,0.0311,0.0765,0.0513,0.0311,0.0311,0.1703,0.0311,0.0420,0.0420,0.0311,0.0567,0.0420,0.0513,0.0420,0.0420,0.0567",0.1
intrusion-detection,p20,10,10,0,3,0,2,"0,1,2,2,1,2,2,0,2,2,0,2,1,2,1,1,2,2,1,1","0.0571,0.0516,0.0467,0.0467,0.0516,0.0467,0.0467,0.0571,0.0467,0.0467,0.0571,0.0467,0.0516,0.0467,0.0516,0.0516,0.0467,0.0467,0.0516,0.0516",0.1
intrusion-detection,p20,30,10,10,1,1,6,"3,2,4,4,4,4,6,2,6,6,0,6,4,6,4,4,6,6,2,2","0.0547,0.0604,0.0495,0.0495,0.0495,0.0495,0.0405,0.0604,0.0405,0.0405,0.0738,0.0405,0.0495,0.0405,0.0495,0.0495,0.0405,0.0405,0.0604,0.0604",0.1
intrusion-detection,p20,50,10,10,1,1,9,"6,2,6,4,7,6,9,5,9,9,0,9,7,9,7,7,9,9,2,4","0.0496,0.0740,0.0496,0.0606,0.0449,0.0496,0.0367,0.0548,0.0367,0.0367,0.0904,0.0367,0.0449,0.0367,0.0449,0.0449,0.0367,0.0367,0.0740,0.0606",0.1
intrusion-detection,p20,70,10,10,1,1,13,"10,2,10,7,8,10,13,6,13,13,0,13,11,13,10,8,13,13,4,7","0.0426,0.0947,0.0426,0.0575,0.0520,0.0426,0.0315,0.0635,0.0315,0.0315,0.1157,0.0315,0.0385,0.0315,0.0426,0.0520,0.0315,0.0315,0.0776,0.0575",0.1
intrusion-detection,p20,100,10,10,1,1,18,"15,6,15,12,12,15,18,6,18,18,0,18,12,18,15,12,18,18,9,12","0.0368,0.0906,0.0368,0.0497,0.0497,0.0368,0.0273,0.0906,0.0273,0.0273,0.1650,0.0273,0.0497,0.0273,0.0368,0.0497,0.0273,0.0273,0.0671,0.0497",0.1
intrusion-detection,p20,10,11,0,2,0,2,"0,1,1,2,2,2,1,2,1,1,2,0,2,1,2,1,2,1,2,2","0.0574,0.0519,0.0519,0.0470,0.0470,0.0470,0.0519,0.0470,0.0519,0.0519,0.0470,0.0574,0.0470,0.0519,0.0470,0.0519,0.0470,0.0519,0.0470,0.0470",0.1
intrusion-detection,p20,30,11,11,1,1,5,"2,4,4,5,3,5,1,3,1,4,5,0,5,1,5,3,3,3,5,5","0.0565,0.0462,0.0462,0.0418,0.0511,0.0418,0.0624,0.0511,0.0624,0.0462,0.0418,0.0690,0.0418,0.0624,0.0418,0.0511,0.0511,0.0511,0.0418,0.0418",0.1
intrusion-detection,p20,50,11,11,1,1,8,"5,6,6,8,4,8,2,4,3,6,8,0,8,3,8,6,5,6,8,8","0.0516,0.0467,0.0467,0.0383,0.0571,0.0383,0.0697,0.0571,0.0631,0.0467,0.0383,0.0852,0.0383,0.0631,0.0383,0.0467,0.0516,0.0467,0.0383,0.0383",0.1
intrusion-detection,p20,70,11,11,1,1,11,"8,9,9,11,6,11,2,6,4,9,11,0,11,4,11,8,8,8,11,11","0.0468,0.0423,0.0423,0.0347,0.0571,0.0347,0.0852,0.0571,0.0698,0.0423,0.0347,0.1041,0.0347,0.0698,0.0347,0.0468,0.0468,0.0468,0.0347,0.0347",0.1
intrusion-detection,p20,100,11,11,1,1,15,"12,12,10,15,10,15,5,10,7,12,15,0,15,7,15,12,12,12,15,15","0.0426,0.0426,0.0520,0.0315,0.0520,0.0315,0.0858,0.0520,0.0702,0.0426,0.0315,0.1414,0.0315,0.0702,0.0315,0.0426,0.0426,0.0426,0.0315,0.0315",0.1
intrusion-detection,p20,10,12,0,2,0,2,"0,2,1,1,2,2,2,1,2,2,1,2,0,2,2,2,2,1,2,2","0.0582,0.0477,0.0527,0.0527,0.0477,0.0477,0.0477,0.0527,0.0477,0.0477,0.0527,0.0477,0.0582,0.0477,0.0477,0.0477,0.0477,0.0527,0.0477,0.0477",0.1
intrusion-detection,p20,30,12,12,1,1,6,"3,6,4,4,6,4,4,4,6,4,4,6,0,6,4,6,4,4,4,6","0.0572,0.0424,0.0517,0.0517,0.0424,0.0517,0.0517,0.0517,0.0424,0.0517,0.0517,0.0424,0.0772,0.0424,0.0517,0.0424,0.0517,0.0517,0.0517,0.0424",0.1
intrusion-detection,p20,50,12,12,1,1,9,"6,9,7,7,9,4,6,7,9,6,7,9,0,9,4,9,6,7,4,9","0.0521,0.0386,0.0471,0.0471,0.0386,0.0636,0.0521,0.0471,0.0386,0.0521,0.0471,0.0386,0.0949,0.0386,0.0636,0.0386,0.0521,0.0471,0.0636,0.0386",0.1
intrusion-detection,p20,70,12,12,1,1,12,"9,12,8,9,12,6,9,10,12,9,10,12,0,12,6,12,9,9,6,12","0.0485,0.0359,0.0536,0.0485,0.0359,0.0655,0.0485,0.0439,0.0359,0.0485,0.0439,0.0359,0.1193,0.0359,0.0655,0.0359,0.0485,0.0485,0.0655,0.0359",0.1
intrusion-detection,p20,100,12,12,1,1,17,"14,17,12,14,17,11,14,11,17,14,11,17,0,17,11,17,14,14,11,17","0.0431,0.0319,0.0526,0.0431,0.0319,0.0582,0.0431,0.0582,0.0319,0.0431,0.0582,0.0319,0.1747,0.0319,0.0582,0.0319,0.0431,0.0431,0.0582,0.0319",0.1
intrusion-detection,p20,10,13,0,5,0,2,"0,2,2,2,1,2,0,1,0,2,2,0,2,0,2,1,1,1,2,2","0.0565,0.0462,0.0462,0.0462,0.0511,0.0462,0.0565,0.0511,0.0565,0.0462,0.0462,0.0565,0.0462,0.0565,0.0462,0.0511,0.0511,0.0511,0.0462,0.0462",0.1
intrusion-detection,p20,30,13,6,4,0,5,"3,5,5,5,2,5,0,2,0,5,5,0,5,0,5,3,2,3,5,5","0.0502,0.0411,0.0411,0.0411,0.0555,0.0411,0.0678,0.0555,0.0678,0.0411,0.0411,0.0678,0.0411,0.0678,0.0411,0.0502,0.0555,0.0502,0.0411,0.0411",0.1
intrusion-detection,p20,50,13,8,2,0,7,"5,7,7,7,4,7,2,4,0,7,7,2,7,0,7,5,2,5,7,7","0.0482,0.0395,0.0395,0.0395,0.0533,0.0395,0.0651,0.0533,0.0795,0.0395,0.0395,0.0651,0.0395,0.0795,0.0395,0.0482,0.0651,0.0482,0.0395,0.0395",0.1
intrusion-detection,p20,70,13,13,1,1,10,"8,10,10,10,7,10,4,7,1,10,10,4,10,0,10,6,4,6,10,10","0.0443,0.0363,0.0363,0.0363,0.0490,0.0363,0.0661,0.0490,0.0893,0.0363,0.0363,0.0661,0.0363,0.0987,0.0363,0.0542,0.0661,0.0542,0.0363,0.0363",0.1
intrusion-detection,p20,100,13,13,1,1,14,"12,14,14,14,11,14,6,11,3,14,14,6,14,0,14,8,8,8,14,14","0.0395,0.0324,0.0324,0.0324,0.0437,0.0324,0.0720,0.0437,0.0972,0.0324,0.0324,0.0720,0.0324,0.1312,0.0324,0.0590,0.0590,0.0590,0.0324,0.0324",0.1
intrusion-detection,p20,10,14,0,4,0,2,"0,1,2,2,1,1,2,1,2,1,1,2,2,2,0,0,2,1,1,0","0.0562,0.0509,0.0460,0.0460,0.0509,0.0509,0.0460,0.0509,0.0460,0.0509,0.0509,0.0460,0.0460,0.0460,0.0562,0.0562,0.0460,0.0509,0.0509,0.0562",0.1
intrusion-detection,p20,30,14,14,1,1,5,"2,4,5,5,4,1,3,4,5,1,4,5,3,5,0,2,3,3,2,2","0.0555,0.0454,0.0411,0.0411,0.0454,0.0613,0.0502,0.0454,0.0411,0.0613,0.0454,0.0411,0.0502,0.0411,0.0677,0.0555,0.0502,0.0502,0.0555,0.0555",0.1
intrusion-detection,p20,50,14,14,1,1,8,"5,6,8,8,6,2,5,6,8,3,6,8,4,8,0,4,5,6,2,4","0.0497,0.0450,0.0368,0.0368,0.0450,0.0671,0.0497,0.0450,0.0368,0.0607,0.0450,0.0368,0.0549,0.0368,0.0820,0.0549,0.0497,0.0450,0.0671,0.0549",0.1
intrusion-detection,p20,70,14,14,1,1,12,"9,10,12,12,10,3,9,10,12,6,10,12,6,12,0,6,9,8,4,7","0.0442,0.0400,0.0327,0.0327,0.0400,0.0805,0.0442,0.0400,0.0327,0.0596,0.0400,0.0327,0.0596,0.0327,0.1087,0.0596,0.0442,0.0488,0.0729,0.0540",0.1
intrusion-detection,p20,100,14,14,1,1,16,"13,13,16,16,13,7,13,13,16,10,13,16,10,16,0,8,13,11,5,8","0.0390,0.0390,0.0289,0.0289,0.0390,0.0711,0.0390,0.0390,0.0289,0.0526,0.0390,0.0289,0.0526,0.0289,0.1431,0.0643,0.0390,0.0476,0.0868,0.0643",0.1
intrusion-detection,p20,10,15,0,4,0,2,"0,1,2,2,1,1,2,1,2,1,1,2,2,2,0,0,2,1,1,0","0.0562,0.0509,0.0460,0.0460,0.0509,0.0509,0.0460,0.0509,0.0460,0.0509,0.0509,0.0460,0.0460,0.0460,0.0562,0.0562,0.0460,0.0509,0.0509,0.0562",0.1
intrusion-detection,p20,30,15,15,1,1,6,"3,4,6,6,4,4,4,4,4,4,4,4,6,4,2,0,6,2,4,2","0.0538,0.0487,0.0399,0.0399,0.0487,0.0487,0.0487,0.0487,0.0487,0.0487,0.0487,0.0487,0.0399,0.0487,0.0595,0.0726,0.0399,0.0595,0.0487,0.0595",0.1
intrusion-detection,p20,50,15,15,1,1,9,"6,7,9,9,7,7,6,7,6,7,7,6,9,4,5,0,9,2,7,5","0.0499,0.0451,0.0370,0.0370,0.0451,0.0451,0.0499,0.0451,0.0499,0.0451,0.0451,0.0499,0.0370,0.0609,0.0551,0.0909,0.0370,0.0744,0.0451,0.0551",0.1
intrusion-detection,p20,70,15,15,1,1,12,"9,10,12,12,10,9,9,10,9,9,10,9,12,6,6,0,12,2,10,7","0.0457,0.0414,0.0339,0.0339,0.0414,0.0457,0.0457,0.0414,0.0457,0.0457,0.0414,0.0457,0.0339,0.0617,0.0617,0.1124,0.0339,0.0920,0.0414,0.0558",0.1
intrusion-detection,p20,100,15,15,1,1,17,"14,11,17,17,11,14,14,11,14,14,11,14,17,11,9,0,17,6,14,11","0.0385,0.0519,0.0285,0.0285,0.0519,0.0385,0.0385,0.0519,0.0385,0.0385,0.0519,0.0385,0.0285,0.0519,0.0634,0.1560,0.0285,0.0856,0.0385,0.0519",0.1
intrusion-detection,p20,10,16,0,2,0,2,"0,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,0,2,1,2","0.0574,0.0470,0.0470,0.0470,0.0519,0.0519,0.0519,0.0470,0.0519,0.0519,0.0470,0.0470,0.0519,0.0470,0.0519,0.0470,0.0574,0.0470,0.0519,0.0470",0.1
intrusion-detection,p20,30,16,16,1,1,6,"3,6,6,6,2,4,2,4,2,4,6,4,4,4,4,6,0,6,4,6","0.0553,0.0410,0.0410,0.0410,0.0611,0.0500,0.0611,0.0500,0.0611,0.0500,0.0410,0.0500,0.0500,0.0500,0.0500,0.0410,0.0746,0.0410,0.0500,0.0410",0.1
intrusion-detection,p20,50,16,16,1,1,9,"6,9,9,9,4,7,4,6,2,7,9,6,7,4,7,9,0,9,7,9","0.0508,0.0376,0.0376,0.0376,0.0620,0.0460,0.0620,0.0508,0.0758,0.0460,0.0376,0.0508,0.0460,0.0620,0.0460,0.0376,0.0925,0.0376,0.0460,0.0376",0.1
intrusion-detection,p20,70,16,16,1,1,12,"9,12,12,12,5,10,7,9,3,10,12,9,10,6,10,12,0,12,10,12","0.0475,0.0352,0.0352,0.0352,0.0709,0.0430,0.0580,0.0475,0.0865,0.0430,0.0352,0.0475,0.0430,0.0641,0.0430,0.0352,0.1168,0.0352,0.0430,0.0352",0.1
intrusion-detection,p20,100,16,16,1,1,17,"14,17,17,17,8,14,9,14,8,12,17,14,14,11,14,17,0,17,14,17","0.0415,0.0307,0.0307,0.0307,0.0756,0.0415,0.0684,0.0415,0.0756,0.0507,0.0307,0.0415,0.0415,0.0560,0.0415,0.0307,0.1682,0.0307,0.0415,0.0307",0.1
intrusion-detection,p20,10,17,0,2,0,2,"0,2,1,1,2,1,2,2,2,1,2,2,1,2,1,1,2,0,2,1","0.0574,0.0470,0.0519,0.0519,0.0470,0.0519,0.0470,0.0470,0.0470,0.0519,0.0470,0.0470,0.0519,0.0470,0.0519,0.0519,0.0470,0.0574,0.0470,0.0519",0.1
intrusion-detection,p20,30,17,17,1,1,6,"3,6,4,4,6,4,4,6,4,4,6,4,4,4,4,2,6,0,6,4","0.0560,0.0415,0.0507,0.0507,0.0415,0.0507,0.0507,0.0415,0.0507,0.0507,0.0415,0.0507,0.0507,0.0507,0.0507,0.0619,0.0415,0.0756,0.0415,0.0507",0.1
intrusion-detection,p20,50,17,17,1,1,9,"6,9,7,7,9,7,6,9,6,7,9,6,7,4,7,2,9,0,9,7","0.0518,0.0384,0.0468,0.0468,0.0384,0.0468,0.0518,0.0384,0.0518,0.0468,0.0384,0.0518,0.0468,0.0632,0.0468,0.0772,0.0384,0.0943,0.0384,0.0468",0.1
intrusion-detection,p20,70,17,17,1,1,12,"9,12,9,8,12,10,9,12,9,10,12,9,9,6,10,4,12,0,12,10","0.0485,0.0359,0.0485,0.0536,0.0359,0.0439,0.0485,0.0359,0.0485,0.0439,0.0359,0.0485,0.0485,0.0654,0.0439,0.0799,0.0359,0.1192,0.0359,0.0439",0.1
intrusion-detection,p20,100,17,17,1,1,17,"14,17,14,11,17,14,14,17,14,14,17,14,14,11,12,6,17,0,17,14","0.0423,0.0313,0.0423,0.0571,0.0313,0.0423,0.0423,0.0313,0.0423,0.0423,0.0313,0.0423,0.0423,0.0571,0.0517,0.0941,0.0313,0.1715,0.0313,0.0423",0.1
intrusion-detection,p20,10,18,0,3,0,2,"0,1,2,2,1,1,1,1,2,1,1,2,1,2,0,1,1,2,0,1","0.0560,0.0506,0.0458,0.0458,0.0506,0.0506,0.0506,0.0506,0.0458,0.0506,0.0506,0.0458,0.0506,0.0458,0.0560,0.0506,0.0506,0.0458,0.0560,0.0506",0.1
intrusion-detection,p20,30,18,18,1,1,6,"3,2,4,4,4,2,4,4,6,4,2,6,4,6,2,4,4,6,0,2","0.0527,0.0582,0.0477,0.0477,0.0477,0.0582,0.0477,0.0477,0.0390,0.0477,0.0582,0.0390,0.0477,0.0390,0.0582,0.0477,0.0477,0.0390,0.0711,0.0582",0.1
intrusion-detection,p20,50,18,18,1,1,9,"6,2,6,4,7,4,7,7,9,7,2,9,7,9,5,7,7,9,0,4","0.0479,0.0715,0.0479,0.0585,0.0434,0.0585,0.0434,0.0434,0.0355,0.0434,0.0715,0.0355,0.0434,0.0355,0.0529,0.0434,0.0434,0.0355,0.0873,0.0585",0.1
intrusion-detection,p20,70,18,18,1,1,12,"9,4,9,6,10,5,9,10,12,9,4,12,8,12,6,10,9,12,0,7","0.0436,0.0718,0.0436,0.0588,0.0394,0.0650,0.0436,0.0394,0.0323,0.0436,0.0718,0.0323,0.0481,0.0323,0.0588,0.0394,0.0436,0.0323,0.1072,0.0532",0.1
