domain,instance,obs_pct,true_idx,predicted_idx,spread,correct,obs_count,deltas,posterior,beta
block-words,p02,10,2,0,14,0,1,"0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1","0.0712,0.0712,0.0712,0.0712,0.0712,0.0712,0.0712,0.0005,0.0005,0.0712,0.0712,0.0712,0.0005,0.0712,0.0005,0.0005,0.0712,0.0712,0.0712,0.0005",5.0
block-words,p02,30,2,0,10,0,3,"0,0,0,0,0,0,0,5,3,0,0,0,5,5,5,5,3,2,2,5","0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.0000,0.0000,0.1000,0.1000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,50,2,1,9,0,5,"2,0,0,0,0,0,0,5,5,0,0,0,8,8,8,8,4,6,6,5","0.0000,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.0000,0.0000,0.1111,0.1111,0.1111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,70,2,1,5,0,7,"4,0,0,0,0,0,1,7,7,1,1,1,8,8,8,8,7,8,6,7","0.0000,0.1989,0.1989,0.1989,0.1989,0.1989,0.0013,0.0000,0.0000,0.0013,0.0013,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,100,2,1,3,0,10,"10,0,0,3,0,4,6,10,10,6,6,6,10,12,10,10,12,12,10,10","0.0000,0.3333,0.3333,0.0000,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,10,3,0,14,0,1,"0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1","0.0712,0.0712,0.0712,0.0712,0.0712,0.0712,0.0712,0.0005,0.0005,0.0712,0.0712,0.0712,0.0005,0.0712,0.0005,0.0005,0.0712,0.0712,0.0712,0.0005",5.0
block-words,p02,30,3,0,10,0,3,"0,0,0,0,0,0,0,5,3,0,0,0,5,5,5,5,3,2,2,5","0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.0000,0.0000,0.1000,0.1000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,50,3,1,9,0,4,"2,0,0,0,0,0,0,5,4,0,0,0,8,8,8,8,4,6,6,5","0.0000,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.0000,0.0000,0.1111,0.1111,0.1111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,70,3,1,9,0,6,"4,0,0,0,0,0,0,6,6,0,0,0,8,8,8,8,6,8,6,6","0.0000,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.0000,0.0000,0.1111,0.1111,0.1111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,100,3,1,5,0,8,"6,0,0,0,0,0,3,8,8,4,4,4,8,10,8,8,10,8,6,8","0.0000,0.2000,0.2000,0.2000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,10,4,0,10,0,2,"0,0,0,0,0,0,0,2,2,0,0,0,4,4,4,4,2,2,2,2","0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.0000,0.0000,0.1000,0.1000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,30,4,1,7,0,4,"2,0,0,0,0,0,2,6,6,2,0,0,7,6,7,6,6,4,4,6","0.0000,0.1429,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.0000,0.0000,0.1429,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,50,4,1,7,0,6,"4,0,0,0,0,0,2,8,8,2,0,0,8,6,8,6,8,6,4,8","0.0000,0.1429,0.1429,0.1429,0.1429,0.1429,0.0000,0.0000,0.0000,0.0000,0.1429,0.1429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,70,4,1,3,0,9,"8,0,0,1,0,1,9,9,8,5,4,4,8,11,9,8,10,9,7,8","0.0000,0.3318,0.3318,0.0022,0.3318,0.0022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,100,4,4,1,1,12,"14,4,3,6,0,6,12,12,13,8,9,6,12,14,12,12,15,14,12,14","0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,10,5,0,14,0,1,"0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1","0.0712,0.0712,0.0712,0.0712,0.0712,0.0712,0.0712,0.0005,0.0005,0.0712,0.0712,0.0712,0.0005,0.0712,0.0005,0.0005,0.0712,0.0712,0.0712,0.0005",5.0
block-words,p02,30,5,0,10,0,3,"0,0,0,0,0,0,0,3,3,0,0,0,5,5,5,5,3,2,2,3","0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.0000,0.0000,0.1000,0.1000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,50,5,0,8,0,5,"0,0,0,0,0,0,0,5,7,0,2,2,8,6,6,8,6,4,4,7","0.1250,0.1250,0.1250,0.1250,0.1250,0.1250,0.1250,0.0000,0.0000,0.1250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,70,5,1,5,0,7,"4,0,0,0,0,0,1,7,7,1,2,2,8,7,7,8,8,6,4,8","0.0000,0.1995,0.1995,0.1995,0.1995,0.1995,0.0013,0.0000,0.0000,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,100,5,5,1,1,10,"10,4,4,3,4,0,6,10,10,6,6,6,10,12,10,10,12,10,8,10","0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,10,6,6,12,1,1,"1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0","0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0830,0.0830,0.0830,0.0830,0.0830,0.0830,0.0830,0.0830,0.0830,0.0830,0.0830,0.0006,0.0006,0.0830",5.0
block-words,p02,30,6,6,1,1,3,"4,4,2,2,2,2,0,1,1,2,2,2,3,2,3,3,4,2,2,5","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9863,0.0066,0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,50,6,6,1,1,5,"4,4,2,2,2,2,0,5,3,2,2,2,7,7,7,7,7,4,4,9","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,70,6,6,1,1,7,"7,6,4,4,4,4,0,7,5,4,4,4,9,9,9,9,9,6,7,11","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,100,6,6,1,1,10,"10,8,6,6,6,6,0,10,10,6,6,6,12,12,12,12,14,10,8,14","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,10,7,6,12,0,1,"1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0","0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0830,0.0830,0.0830,0.0830,0.0830,0.0830,0.0830,0.0830,0.0830,0.0830,0.0830,0.0006,0.0006,0.0830",5.0
block-words,p02,30,7,6,3,0,2,"4,3,2,2,2,2,0,0,0,2,2,2,2,2,2,2,4,2,2,4","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,0.3333,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,50,7,6,3,0,2,"4,3,2,2,2,2,0,0,0,2,2,2,2,2,2,2,4,2,2,4","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,0.3333,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,70,7,7,1,1,3,"5,5,3,3,2,2,1,0,1,3,3,2,2,2,2,2,5,2,2,4","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0066,0.9863,0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,100,7,7,1,1,4,"6,6,4,4,4,4,4,0,4,6,6,6,4,4,4,4,8,4,4,4","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,10,8,6,12,0,1,"1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0","0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0830,0.0830,0.0830,0.0830,0.0830,0.0830,0.0830,0.0830,0.0830,0.0830,0.0830,0.0006,0.0006,0.0830",5.0
block-words,p02,30,8,6,3,0,2,"4,3,2,2,2,2,0,0,0,2,2,2,2,2,2,2,4,2,2,4","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,0.3333,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,50,8,6,3,0,2,"4,3,2,2,2,2,0,0,0,2,2,2,2,2,2,2,4,2,2,4","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,0.3333,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,70,8,8,1,1,3,"6,4,2,3,2,3,1,1,0,3,2,2,2,3,3,2,4,3,3,4","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0066,0.0066,0.9864,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,100,8,8,1,1,4,"8,6,4,4,4,4,4,4,0,6,2,2,2,6,6,2,4,4,4,6","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,10,9,0,14,0,1,"0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1","0.0712,0.0712,0.0712,0.0712,0.0712,0.0712,0.0712,0.0005,0.0005,0.0712,0.0712,0.0712,0.0005,0.0712,0.0005,0.0005,0.0712,0.0712,0.0712,0.0005",5.0
block-words,p02,30,9,0,10,0,3,"0,0,0,0,0,0,0,5,3,0,0,0,5,5,5,5,3,2,2,5","0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.0000,0.0000,0.1000,0.1000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,50,9,1,9,0,5,"2,0,0,0,0,0,0,5,5,0,0,0,6,6,6,6,4,4,4,5","0.0000,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.0000,0.0000,0.1111,0.1111,0.1111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,70,9,9,3,1,7,"5,1,1,1,1,1,4,6,6,0,0,0,6,6,6,6,6,7,5,6","0.0000,0.0022,0.0022,0.0022,0.0022,0.0022,0.0000,0.0000,0.0000,0.3296,0.3296,0.3296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,100,9,9,1,1,10,"10,6,6,6,6,6,10,12,12,0,4,4,12,12,8,12,14,10,10,12","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,10,10,0,14,0,1,"0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1","0.0712,0.0712,0.0712,0.0712,0.0712,0.0712,0.0712,0.0005,0.0005,0.0712,0.0712,0.0712,0.0005,0.0712,0.0005,0.0005,0.0712,0.0712,0.0712,0.0005",5.0
block-words,p02,30,10,0,10,0,3,"0,0,0,0,0,0,0,5,3,0,0,0,5,5,5,5,3,2,2,5","0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.0000,0.0000,0.1000,0.1000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,50,10,1,9,0,5,"2,0,0,0,0,0,0,5,5,0,0,0,6,6,6,6,4,4,4,5","0.0000,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.0000,0.0000,0.1111,0.1111,0.1111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,70,10,9,3,0,7,"5,1,1,1,1,1,4,6,6,0,0,0,6,6,6,6,6,7,5,6","0.0000,0.0022,0.0022,0.0022,0.0022,0.0022,0.0000,0.0000,0.0000,0.3296,0.3296,0.3296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,100,10,10,2,1,10,"12,6,6,6,6,6,10,12,8,4,0,0,8,12,12,8,6,10,10,10","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,10,11,0,10,0,2,"0,0,0,0,0,0,0,2,2,0,0,0,4,4,4,4,2,2,2,2","0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.0000,0.0000,0.1000,0.1000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,30,11,1,9,0,4,"2,0,0,0,0,0,0,4,4,0,0,0,6,6,6,6,4,4,4,4","0.0000,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.0000,0.0000,0.1111,0.1111,0.1111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,50,11,1,9,0,6,"4,0,0,0,0,0,0,6,6,0,0,0,6,6,6,6,6,6,4,6","0.0000,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.0000,0.0000,0.1111,0.1111,0.1111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,70,11,10,2,0,9,"10,4,4,5,4,5,7,9,8,1,0,0,8,9,9,8,6,9,9,8","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0034,0.4983,0.4983,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,100,11,11,1,1,12,"16,10,9,8,6,8,12,14,11,6,3,0,14,14,14,14,9,12,12,14","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,10,12,4,11,0,1,"1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0","0.0006,0.0006,0.0006,0.0006,0.0904,0.0904,0.0006,0.0904,0.0006,0.0006,0.0006,0.0904,0.0904,0.0904,0.0904,0.0904,0.0006,0.0904,0.0904,0.0904",5.0
block-words,p02,30,12,12,4,1,3,"3,3,3,3,3,3,2,2,2,2,2,2,0,0,0,0,2,1,1,2","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2491,0.2491,0.2491,0.2491,0.0000,0.0017,0.0017,0.0000",5.0
block-words,p02,50,12,12,4,1,4,"4,4,4,4,5,5,4,4,4,4,4,4,0,0,0,0,4,4,4,4","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.2500,0.2500,0.2500,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,70,12,12,2,1,6,"8,6,6,6,8,8,8,8,4,8,4,4,0,4,4,0,4,6,6,6","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,100,12,12,1,1,8,"12,6,9,8,12,10,12,12,12,10,7,8,0,6,6,3,12,8,8,10","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,10,13,4,11,0,1,"1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0","0.0006,0.0006,0.0006,0.0006,0.0904,0.0904,0.0006,0.0904,0.0006,0.0006,0.0006,0.0904,0.0904,0.0904,0.0904,0.0904,0.0006,0.0904,0.0904,0.0904",5.0
block-words,p02,30,13,12,6,0,2,"2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,0,0,2","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1666,0.1666,0.1666,0.1666,0.0000,0.1666,0.1666,0.0000",5.0
block-words,p02,50,13,12,4,0,3,"3,3,3,3,3,3,2,2,2,2,2,2,0,0,0,0,2,1,1,2","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2491,0.2491,0.2491,0.2491,0.0000,0.0017,0.0017,0.0000",5.0
block-words,p02,70,13,13,1,1,5,"4,4,4,4,6,6,4,5,5,4,4,4,1,0,1,1,4,4,4,5","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0066,0.9802,0.0066,0.0066,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,100,13,13,1,1,6,"4,4,4,4,6,6,6,8,8,4,4,4,4,0,4,4,6,4,4,8","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,10,14,4,11,0,1,"1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0","0.0006,0.0006,0.0006,0.0006,0.0904,0.0904,0.0006,0.0904,0.0006,0.0006,0.0006,0.0904,0.0904,0.0904,0.0904,0.0904,0.0006,0.0904,0.0904,0.0904",5.0
block-words,p02,30,14,12,6,0,2,"2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,0,0,2","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1666,0.1666,0.1666,0.1666,0.0000,0.1666,0.1666,0.0000",5.0
block-words,p02,50,14,12,4,0,3,"3,3,3,3,3,3,2,2,2,2,2,2,0,0,0,0,2,1,1,2","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2491,0.2491,0.2491,0.2491,0.0000,0.0017,0.0017,0.0000",5.0
block-words,p02,70,14,12,2,0,5,"4,4,5,5,7,7,6,6,6,4,5,5,0,1,0,1,6,5,5,6","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4967,0.0033,0.4967,0.0033,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,100,14,14,1,1,6,"6,6,6,6,8,8,8,8,8,4,8,8,4,4,0,4,8,6,6,8","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,10,15,4,11,0,1,"1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0","0.0006,0.0006,0.0006,0.0006,0.0904,0.0904,0.0006,0.0904,0.0006,0.0006,0.0006,0.0904,0.0904,0.0904,0.0904,0.0904,0.0006,0.0904,0.0904,0.0904",5.0
block-words,p02,30,15,12,6,0,2,"2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,0,0,2","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1666,0.1666,0.1666,0.1666,0.0000,0.1666,0.1666,0.0000",5.0
block-words,p02,50,15,12,4,0,3,"3,3,3,3,3,3,2,2,2,2,2,2,0,0,0,0,2,1,1,2","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2491,0.2491,0.2491,0.2491,0.0000,0.0017,0.0017,0.0000",5.0
block-words,p02,70,15,12,2,0,5,"6,4,4,5,6,7,5,5,4,5,4,4,0,1,1,0,4,5,5,4","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4967,0.0033,0.0033,0.4967,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,100,15,12,2,0,6,"8,6,6,6,8,8,8,8,4,8,4,4,0,4,4,0,4,6,6,6","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000",5.0
block-words,p02,10,16,0,14,0,1,"0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1","0.0712,0.0712,0.0712,0.0712,0.0712,0.0712,0.0712,0.0005,0.0005,0.0712,0.0712,0.0712,0.0005,0.0712,0.0005,0.0005,0.0712,0.0712,0.0712,0.0005",5.0
block-words,p02,30,16,0,12,0,2,"0,0,0,0,0,0,2,4,4,0,0,0,3,2,3,2,0,0,0,4","0.0833,0.0833,0.0833,0.0833,0.0833,0.0833,0.0000,0.0000,0.0000,0.0833,0.0833,0.0833,0.0000,0.0000,0.0000,0.0000,0.0833,0.0833,0.0833,0.0000",5.0
block-words,p02,50,16,9,4,0,3,"1,1,1,1,1,1,2,4,4,0,0,0,4,2,4,2,0,1,1,4","0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0000,0.0000,0.0000,0.2467,0.2467,0.2467,0.0000,0.0000,0.0000,0.0000,0.2467,0.0017,0.0017,0.0000",5.0
block-words,p02,70,16,10,3,0,5,"8,4,4,5,4,5,5,7,6,1,0,0,6,5,7,4,0,3,5,6","0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0022,0.3326,0.3326,0.0000,0.0000,0.0000,0.0000,0.3326,0.0000,0.0000,0.0000",5.0
